id;category;difficulty;question;choices;correct;explanation;source_hint
162;Physique;3;Which law relates force, mass, and acceleration?;A) Hooke’s law | B) Newton’s 2nd law | C) Coulomb’s law | D) Bernoulli’s principle;B;Newton’s 2nd law: F = m·a.;
163;Physique;2;In a series circuit, what is the current through each component?;A) It splits | B) It is the same everywhere | C) It is zero | D) It depends only on voltage;B;In series, the current is the same through all elements.;
164;Physique;2;Which instrument measures atmospheric pressure?;A) Barometer | B) Hygrometer | C) Anemometer | D) Seismometer;A;A barometer measures air pressure.;
165;Physique;1;Which state of matter is most ordered (microscopically) among these choices?;A) Gas | B) Plasma | C) Liquid | D) Solid;D;Particles in a solid are generally more ordered and less free to move.;
166;Physique;3;What phenomenon describes the frequency shift due to relative motion of source and observer?;A) Doppler effect | B) Joule effect | C) Hall effect | D) Photoelectric effect;A;The Doppler effect changes perceived frequency when source and observer move relative to each other.;
167;Physique;2;What is the role of a fuse in an electrical circuit?;A) Increase voltage | B) Store energy | C) Protect against overcurrent | D) Convert AC to DC;C;A fuse melts if current is too high, opening the circuit.;
168;Physique;2;What is the change from liquid to gas called?;A) Melting | B) Freezing | C) Vaporization | D) Sublimation;C;Vaporization is the transition from liquid to gas.;
169;Physique;1;Which force pulls objects toward Earth’s center?;A) Magnetic | B) Gravitational | C) Elastic | D) Strong nuclear;B;Gravity attracts masses, pulling objects toward Earth.;
170;Physique;3;What is the sum of voltages around a loop (Kirchhoff’s voltage law)?;A) Always positive | B) Always negative | C) Equals zero | D) Depends on total resistance;C;The algebraic sum of voltages in a closed loop is zero.;
171;Physique;2;Which type of lens converges parallel light rays?;A) Diverging lens | B) Converging lens | C) Convex mirror | D) Prism;B;A converging (convex) lens focuses parallel rays.;
172;Physique;1;Which quantity is measured in watts (W)?;A) Energy | B) Power | C) Force | D) Electric charge;B;The watt is the SI unit of power.;
173;Physique;3;What is the term for linear momentum in physics?;A) Momentum | B) Inertia | C) Angular momentum | D) Pressure;A;Linear momentum equals p = m·v.;
174;Physique;2;Does sound travel in a vacuum?;A) Yes, faster | B) Yes, slower | C) No | D) Only at low frequency;C;Sound requires a material medium to propagate.;
175;Physique;2;What is the main mode of heat transfer in a vacuum?;A) Conduction | B) Convection | C) Radiation | D) Evaporation;C;In a vacuum, only radiation (electromagnetic waves) transfers heat.;
176;Chimie;1;What is the chemical symbol for oxygen?;A) Ox | B) O | C) Oy | D) Og;B;Oxygen’s symbol is O.;
177;Chimie;1;What is the pH of a neutral solution at 25°C (approx.)?;A) 0 | B) 7 | C) 14 | D) 1;B;A neutral solution has a pH near 7.;
178;Chimie;1;What is the chemical process where a substance reacts with oxygen releasing energy?;A) Fermentation | B) Combustion | C) Distillation | D) Sublimation;B;Combustion is a rapid oxidation reaction that releases energy.;
179;Chimie;2;Which type of bond shares electrons between atoms?;A) Ionic | B) Covalent | C) Metallic | D) Hydrogen;B;A covalent bond involves sharing electrons.;
180;Chimie;2;Which gas is the most abundant in Earth’s (dry) air?;A) Oxygen (O₂) | B) Nitrogen (N₂) | C) Carbon dioxide (CO₂) | D) Argon (Ar);B;Dry air is mostly nitrogen (~78%).;
181;Chimie;2;What is the positively charged particle in the center of an atom?;A) Proton | B) Electron | C) Neutron | D) Ion;A;Protons are positively charged and located in the nucleus.;
182;Chimie;2;What does molar concentration (molarity) measure?;A) Mass per volume | B) Moles of solute per liter of solution | C) Volume per mole | D) Temperature per volume;B;Molarity is moles of solute per liter of solution.;
183;Chimie;3;Which order reflects increasing acidity: pH 3, pH 7, pH 11?;A) pH 11 > pH 7 > pH 3 | B) pH 3 > pH 7 > pH 11 | C) pH 7 > pH 3 > pH 11 | D) pH 7 > pH 11 > pH 3;B;Lower pH means more acidic: 3 is more acidic than 7, which is more acidic than 11.;
184;Chimie;2;What are the main products of an acid–base reaction?;A) Salt and water | B) Oxygen and water | C) Acid and base | D) Carbon dioxide;A;An acid–base neutralization typically produces salt and water.;
185;Chimie;1;Which one is a metal?;A) Helium | B) Sodium | C) Chlorine | D) Sulfur;B;Sodium (Na) is an alkali metal.;
186;Chimie;2;What is the name of the formula H₂O?;A) Hydrogen peroxide | B) Water | C) Carbon dioxide | D) Ammonia;B;H₂O is the formula for water.;
187;Chimie;3;What does Avogadro’s number (approx.) represent?;A) Molecules in 1 kg of water | B) Particles in 1 mole | C) Atoms in a proton | D) Moles in 1 liter;B;One mole contains about 6.022×10^23 entities (atoms, molecules, etc.).;
188;Chimie;2;What is the separation of a mixture based on boiling points called?;A) Filtration | B) Distillation | C) Chromatography | D) Decantation;B;Distillation separates substances using differences in volatility (boiling points).;
189;Chimie;2;Which ion is responsible for acidity in aqueous solution (school-level)?;A) OH⁻ | B) Na⁺ | C) H⁺ | D) Cl⁻;C;Acidity is associated with H⁺ ions (more precisely H₃O⁺).;
190;Chimie;1;Which phase change is solid → liquid?;A) Melting | B) Condensation | C) Freezing | D) Sublimation;A;Melting is the transition from solid to liquid.;
191;Chimie;3;In a redox reaction, what happens during oxidation?;A) Gain of electrons | B) Loss of electrons | C) Gain of protons | D) Loss of neutrons;B;Oxidation = loss of electrons (mnemonic: OIL RIG).;
192;Chimie;2;Which gas is produced when an acid reacts with a metal like zinc?;A) Hydrogen | B) Nitrogen | C) Ozone | D) Carbon dioxide;A;Acid + metal → salt + hydrogen gas (H₂).;
193;Chimie;2;Which is an example of a homogeneous mixture?;A) Water + oil | B) Salt water | C) Sand + gravel | D) Orange juice with pulp;B;Salt water is uniform to the eye: a homogeneous mixture.;
194;Chimie;3;What do you call a substance that speeds up a reaction without being consumed?;A) Solvent | B) Catalyst | C) Limiting reactant | D) Product;B;A catalyst lowers activation energy and is not consumed overall.;
195;Chimie;1;What is the formula of carbon dioxide?;A) CO | B) CO₂ | C) C₂O | D) O₂C;B;Carbon dioxide has one carbon and two oxygens: CO₂.;
196;Biologie;1;Which molecule carries genetic information in humans?;A) DNA | B) Glucose | C) Lipid | D) Water;A;DNA (deoxyribonucleic acid) is the main carrier of genetic information.;
198;Biologie;1;What is the main role of red blood cells?;A) Immune defense | B) Oxygen transport | C) Clotting | D) Digestion;B;Red blood cells transport oxygen via hemoglobin.;
199;Biologie;2;Which organ is primarily responsible for detoxifying the blood?;A) Heart | B) Liver | C) Stomach | D) Spleen;B;The liver metabolizes and helps remove many substances.;
200;Biologie;2;Photosynthesis in plants primarily produces:;A) O₂ and glucose | B) CO₂ and water | C) Nitrogen and proteins | D) Ethanol and CO₂;A;Photosynthesis makes glucose and releases oxygen.;
201;Biologie;2;What is the process of cell division producing two identical daughter cells called?;A) Meiosis | B) Mitosis | C) Fertilization | D) Osmosis;B;Mitosis keeps the chromosome number and produces two identical cells.;
202;Biologie;2;What type of immunity is obtained after an effective vaccination?;A) Innate immunity | B) Adaptive immunity | C) Plant immunity | D) Mineral immunity;B;Vaccination stimulates adaptive immunity and immune memory.;
203;Biologie;1;What is the green pigment essential for photosynthesis?;A) Melanin | B) Chlorophyll | C) Hemoglobin | D) Carotene;B;Chlorophyll captures light energy.;
204;Biologie;2;In which cellular component does translation (protein synthesis) occur?;A) Ribosomes | B) Lysosomes | C) Centrioles | D) Chloroplasts;A;Translation occurs on ribosomes, free or attached to the endoplasmic reticulum.;
205;Biologie;1;What is the main role of stomata in plants?;A) Absorb water via roots | B) Gas exchange | C) Produce seeds | D) Store starch;B;Stomata regulate CO₂/O₂ exchange and transpiration.;
206;Biologie;3;Which level of organization is a set of cooperating organs?;A) Cell | B) Tissue | C) System (organ system) | D) Molecule;C;An organ system groups multiple organs to perform a major function.;
207;Biologie;2;What is the basic unit of the nervous system?;A) Neuron | B) White blood cell | C) Osteocyte | D) Red blood cell;A;A neuron is specialized for transmitting nerve impulses.;
208;Biologie;2;What is the main function of enzymes?;A) Store energy | B) Speed up chemical reactions | C) Produce DNA | D) Transport oxygen;B;Enzymes are biological catalysts.;
209;Biologie;1;Which macronutrient is the main source of quick energy for the body?;A) Carbohydrates | B) Proteins | C) Vitamins | D) Minerals;A;Carbohydrates (e.g., glucose) provide readily available energy.;
210;Biologie;3;What mechanism explains bacterial resistance to antibiotics at the population level?;A) Natural selection | B) Photosynthesis | C) Osmosis | D) Mitosis;A;Antibiotics favor survival and reproduction of resistant bacteria (natural selection).;
211;Biologie;2;What is the main role of the kidney?;A) Produce sex hormones | B) Filter blood and produce urine | C) Digest lipids | D) Store glucose;B;Kidneys filter blood, regulate water/ions, and produce urine.;
212;Biologie;2;What is the movement of water across a semipermeable membrane called?;A) Facilitated diffusion | B) Osmosis | C) Endocytosis | D) Fermentation;B;Osmosis is water diffusion across a semipermeable membrane.;
213;Biologie;1;What is the main constituent of bones?;A) Cellulose | B) Hydroxyapatite (calcium salts) | C) Glycogen | D) Chlorophyll;B;Bones are mineralized largely with hydroxyapatite, rich in calcium and phosphate.;
214;Biologie;3;In humans, where does most nutrient absorption occur?;A) Stomach | B) Small intestine | C) Esophagus | D) Large intestine;B;Most nutrient absorption occurs in the small intestine.;
215;Biologie;1;What is the main organ for respiration in humans?;A) Liver | B) Lungs | C) Pancreas | D) Kidneys;B;The lungs perform gas exchange (O₂/CO₂) with the blood.;
216;Astronomie;1;Which star is at the center of our solar system?;A) Sirius | B) Alpha Centauri | C) The Sun | D) Polaris;C;Our solar system is centered on the Sun.;
217;Astronomie;1;Which planet is closest to the Sun?;A) Venus | B) Mercury | C) Earth | D) Mars;B;Mercury is the closest planet to the Sun.;
218;Astronomie;2;What do we call the study of the Universe, stars, and galaxies?;A) Geology | B) Astronomy | C) Botany | D) Oceanography;B;Astronomy studies celestial objects and phenomena in the Universe.;
219;Astronomie;2;What is a light-year?;A) A time | B) A distance | C) A speed | D) A mass;B;A light-year is the distance light travels in one year.;
220;Astronomie;2;What causes seasons on Earth?;A) Earth–Sun distance | B) Earth’s axial tilt | C) Moon phases | D) Eclipses;B;Seasons are mainly due to Earth’s axial tilt.;
221;Astronomie;2;What is the Moon phase when we see almost none of its sunlit side from Earth?;A) Full Moon | B) First quarter | C) New Moon | D) Last quarter;C;At New Moon, the lit side faces the Sun, not Earth.;
222;Astronomie;3;What is a rapidly rotating neutron star emitting periodic signals?;A) Quasar | B) Pulsar | C) Comet | D) Dwarf planet;B;A pulsar is a neutron star observed via its regular pulses.;
223;Astronomie;3;What is the main cause of light from stars like the Sun?;A) Chemical combustion | B) Nuclear fission | C) Nuclear fusion | D) Friction with vacuum;C;Stars shine due to nuclear fusion (hydrogen → helium, etc.).;
225;Astronomie;3;Why do we generally always see the same side of the Moon from Earth?;A) The Moon doesn’t rotate | B) Synchronous rotation (tidal locking) | C) Earth rotates too fast | D) The Moon is hollow;B;The Moon’s rotation period equals its orbital period around Earth.;
226;Géologie;1;What is Earth’s rigid outer layer (crust + uppermost mantle) called?;A) Core | B) Lithosphere | C) Asthenosphere | D) Mesosphere;B;The lithosphere is the rigid layer divided into plates.;
227;Géologie;1;What phenomenon is responsible for earthquakes?;A) Erosion | B) Movement of tectonic plates | C) Photosynthesis | D) Tides;B;Earthquakes often result from fault ruptures related to plate motion.;
228;Géologie;2;Which rock type forms by cooling of magma?;A) Sedimentary | B) Igneous | C) Metamorphic | D) Organic;B;Igneous rocks form from solidification of magma or lava.;
229;Géologie;2;Which greenhouse gas is naturally most abundant in the atmosphere (by amount)?;A) Water vapor | B) Methane | C) Ozone | D) Nitrous oxide;A;Water vapor is the most abundant greenhouse gas, though highly variable.;
230;Géologie;2;What do we call the wearing away and transport of rocks by water, wind, or ice?;A) Crystallization | B) Erosion | C) Melting | D) Subduction;B;Erosion is the wearing and transport of materials.;
231;Géologie;3;What is the approximate age of Earth?;A) 4.5 million years | B) 4.5 billion years | C) 450 billion years | D) 45,000 years;B;Earth’s age is estimated at about 4.54 billion years.;
232;Géologie;1;Which scale measures earthquake magnitude (common usage)?;A) Beaufort scale | B) Richter scale | C) Kelvin scale | D) Mohs scale;B;In common usage, earthquake magnitude is often referred to with the Richter scale.;
233;Géologie;2;What is the process where one tectonic plate sinks beneath another called?;A) Divergence | B) Subduction | C) Evaporation | D) Oxidation;B;Subduction is when one lithospheric plate sinks beneath another.;
234;Géologie;2;Which sedimentary rock is mainly composed of calcium carbonate (CaCO₃)?;A) Granite | B) Limestone | C) Basalt | D) Gneiss;B;Limestone is rich in calcium carbonate.;
235;Géologie;3;What is the scale that ranks mineral hardness?;A) Celsius | B) Mohs | C) Richter | D) Pascal;B;The Mohs scale ranks hardness from 1 (talc) to 10 (diamond).;
236;Informatique;1;How many bits are in a byte?;A) 4 | B) 8 | C) 16 | D) 32;B;By modern convention, 1 byte = 8 bits.;
237;Informatique;1;In binary, what number is 1010₂ in decimal?;A) 8 | B) 9 | C) 10 | D) 12;C;1010₂ = 8 + 2 = 10.;
238;Informatique;2;Which component primarily executes program instructions in a computer?;A) RAM | B) CPU | C) SSD | D) GPU only;B;The CPU executes machine instructions and coordinates many operations.;
239;Informatique;2;What does the acronym URL stand for?;A) Universal Resource Locator | B) Uniform Resource Locator | C) Unified Routing Link | D) User Remote Login;B;URL stands for Uniform Resource Locator.;
240;Informatique;2;What is an algorithm?;A) Hardware component | B) A sequence of steps to solve a problem | C) A computer virus | D) A memory unit;B;An algorithm is a step-by-step defined procedure.;
241;Informatique;1;Which is an example of an input device?;A) Monitor | B) Printer | C) Keyboard | D) Speaker;C;A keyboard is used to input data and commands.;
242;Informatique;3;Which protocol is mainly used to encrypt a website’s HTTPS traffic?;A) FTP | B) TLS | C) SMTP | D) SSH;B;HTTPS relies on TLS (formerly SSL) for encryption.;
243;Informatique;2;Which data structure follows the FIFO principle?;A) Stack | B) Queue | C) Tree | D) Graph;B;FIFO = First In, First Out: that’s a queue.;
244;Informatique;2;In a computer system, what does RAM mainly do?;A) Permanent storage | B) Temporary storage of data in use | C) Cooling | D) Power supply;B;RAM temporarily holds data and instructions needed for processing.;
245;Informatique;3;What is the main difference between compilation and interpretation?;A) No difference | B) Compilation translates before execution, interpretation during | C) Interpretation is always faster | D) Compilation needs the Internet;B;"A compiler translates to (often) binary before running; an interpreter executes while parsing.";
246;Sciences générales;1;What is the main organ of vision in humans?;A) Ear | B) Eye | C) Skin | D) Lung;B;The eye captures light and forms an image on the retina.;
247;Sciences générales;2;Which instrument allows observing objects too small for the naked eye?;A) Telescope | B) Microscope | C) Barometer | D) Compass;B;A microscope magnifies microscopic objects.;
248;Sciences générales;2;What is the method of testing hypotheses through observation and experimentation called?;A) Scientific method | B) Astrology | C) Alchemy | D) Divination;A;The scientific method relies on testable hypotheses, measurements, and reproducibility.;
249;Sciences générales;3;Why are SI units important in science?;A) They make measurements comparable and standardized | B) They make measurements prettier | C) They prevent all errors | D) They replace experiments;A;Standardized units allow results to be compared and reproduced worldwide.;
250;Sciences générales;2;Which statement best describes a scientific theory?;A) A mere opinion | B) A coherent evidence-supported, testable explanation | C) An unchangeable idea | D) A law without data;B;A scientific theory explains phenomena, is testable, and is supported by a body of evidence.;
251;Film;1;In Back to the Future, what year does Marty McFly mainly travel to?;A) 1955 | B) 1965 | C) 1975 | D) 1985;A;He spends most of the film in 1955.;
252;Film;1;What car model is turned into a time machine in Back to the Future?;A) DeLorean DMC-12 | B) Ford Mustang | C) Volkswagen Beetle | D) Pontiac Firebird;A;The time machine is a DeLorean DMC-12.;
253;Film;1;In Ghostbusters, what is the team’s catchy slogan?;A) Who you gonna call? | B) Gotta catch ’em all! | C) I am the law! | D) To infinity!;A;The slogan is “Who you gonna call?”;
254;Film;1;What is the name of the small alien in E.T.?;A) E.T. | B) Gizmo | C) ALF | D) Yoda;A;The film simply calls him “E.T.” (Extra-Terrestrial).;
255;Film;2;In Raiders of the Lost Ark, what object is Indiana Jones searching for?;A) The Holy Grail | B) The Ark of the Covenant | C) The Golden Fleece | D) The One Ring;B;The plot centers on the Ark of the Covenant.;
256;Film;2;In Blade Runner, what are the artificial humans hunted by Deckard called?;A) Cylons | B) Replicants | C) Clones | D) Synths;B;They are called “replicants.”;
257;Film;2;In The Terminator, what is the first name of Linda Hamilton’s character?;A) Sarah | B) Ellen | C) Ripley | D) Leah;A;Linda Hamilton plays Sarah Connor.;
258;Film;2;In Aliens, who commands the Colonial Marines squad at the start of the mission?;A) Hicks | B) Apone | C) Hudson | D) Bishop;B;Sergeant Apone commands the squad at the start.;
259;Film;1;In Die Hard, which building hosts most of the action?;A) Nakatomi Plaza | B) The Pentagon | C) The Eiffel Tower | D) The Baxter Building;A;The story takes place in Nakatomi Plaza.;
260;Film;1;What is the name of the mogwai in Gremlins?;A) Gizmo | B) Stripe | C) Mog | D) Spike;A;The mogwai is named Gizmo.;
261;Film;2;In The Shining, what is the name of the hotel where the Torrance family stays?;A) Overlook | B) Continental | C) Bates | D) Grand Budapest;A;They stay at the Overlook Hotel.;
262;Film;2;In Scarface, what is the name of Al Pacino’s character?;A) Tony Montana | B) Vito Corleone | C) Michael Corleone | D) Carlito Brigante;A;Al Pacino plays Tony Montana.;
263;Film;2;In Who Framed Roger Rabbit, what kind of characters coexist with humans?;A) Cartoon characters | B) Vampires | C) Robots | D) Dinosaurs;A;The film blends humans with cartoon characters.;
264;Film;1;In Top Gun, what is the call sign of Tom Cruise’s character?;A) Maverick | B) Iceman | C) Goose | D) Viper;A;Tom Cruise plays Pete “Maverick” Mitchell.;
265;Film;1;In The Karate Kid, what is the name of Pat Morita’s mentor character?;A) Mr. Miyagi | B) Mr. Han | C) Sensei Ken | D) Master Lee;A;The mentor is Mr. Miyagi.;
266;Film;2;In Beetlejuice, how do you summon the mischievous spirit?;A) By saying his name three times | B) By stomping three times | C) By lighting a black candle | D) By singing at midnight;A;You summon him by repeating “Beetlejuice” three times.;
267;Film;2;In The Princess Bride, which famous line does Inigo Montoya repeat?;" ""A) Hello. My name is Inigo Montoya. You killed my father. Prepare to die. | B) I am your father. | C) I'll be back. | D) Hasta la vista, baby.""";A;It’s his iconic challenge to his father’s killer.;
268;Film;1;In The Goonies, what is the name of the pirate whose treasure is sought?;A) One-Eyed Willy | B) Blackbeard | C) Davy Jones | D) Long John Silver;A;The kids look for One-Eyed Willy’s treasure.;
269;Film;2;In The NeverEnding Story, what is the name of the white luckdragon?;A) Falkor | B) Shenron | C) Smaug | D) Drogon;A;The luckdragon is named Falkor.;
270;Film;2;In Labyrinth (1986), who plays the Goblin King?;A) David Bowie | B) Prince | C) Sting | D) Freddie Mercury;A;The Goblin King is played by David Bowie.;
271;Série TV;1;In Knight Rider, what is the name of Michael Knight’s intelligent car?;A) KITT | B) KARR | C) KIT | D) KIPS;A;The car is named KITT.;
272;Série TV;2;In Knight Rider, what is the name of the rival (evil) prototype car?;A) KARR | B) KITT | C) KRON | D) KORB;A;The rival car is called KARR.;
273;Série TV;2;In The A-Team, what is the first name of “Hannibal” Smith?;A) John | B) George | C) Victor | D) Templeton;A;His full name is John “Hannibal” Smith.;
274;Série TV;2;In The A-Team, who is afraid of flying and is often knocked out to get on planes?;A) B.A. Baracus | B) Face | C) Murdock | D) Hannibal;A;B.A. Baracus is terrified of flying.;
275;Série TV;1;In MacGyver, what is the hero’s specialty?;A) Improvising solutions with everyday objects | B) Mind reading | C) Time travel | D) Turning into a werewolf;A;MacGyver survives through ingenuity.;
276;Série TV;2;In MacGyver, which item became a symbol of his improvisations?;A) A paperclip | B) A lightsaber | C) A magic ring | D) A wand;A;The paperclip is MacGyver’s emblematic item.;
277;Série TV;2;In Cheers, the bar is located in which city?;A) Boston | B) New York | C) Chicago | D) Seattle;A;Cheers is set in a Boston bar.;
278;Série TV;1;In ALF, ALF is primarily…?;A) An alien | B) A robot | C) A talking dog | D) A vampire;A;ALF is an alien from Melmac.;
279;Série TV;2;In Star Trek: The Next Generation, what is the name of the Enterprise-D captain?;A) James T. Kirk | B) Jean-Luc Picard | C) Kathryn Janeway | D) Benjamin Sisko;B;The captain is Jean-Luc Picard.;
280;Série TV;3;In Dallas, which character is at the center of the “Who shot J.R.?” mystery?;A) J.R. Ewing | B) Bobby Ewing | C) Sue Ellen | D) Cliff Barnes;A;The suspense focuses on the shooting of J.R. Ewing.;
281;Musique;1;Which Michael Jackson album contains the track Thriller?;A) Thriller | B) Bad | C) Off the Wall | D) Dangerous;A;The song Thriller is on the album Thriller (1982).;
282;Musique;2;Who released the album Purple Rain?;A) Prince | B) David Bowie | C) Elton John | D) Sting;A;Purple Rain is an album by Prince.;
283;Musique;2;Which band is behind the hit Take On Me?;" ""A) a-ha | B) ABBA | C) The Police | D) R.E.M.""";A;Take On Me is a hit by a-ha.;
284;Musique;1;Who sings Like a Virgin?;A) Madonna | B) Cyndi Lauper | C) Whitney Houston | D) Tina Turner;A;Like a Virgin is performed by Madonna.;
285;Musique;2;Which act sang Sweet Dreams (Are Made of This)?;A) Eurythmics | B) The Cure | C) Blondie | D) The Clash;A;It’s an iconic Eurythmics track.;
286;Musique;2;Which band released The Final Countdown?;A) Europe | B) Toto | C) Genesis | D) Queen;A;The Final Countdown is a hit by Europe.;
287;Musique;2;Which British band sang Every Breath You Take?;A) The Police | B) Queen | C) Dire Straits | D) Oasis;A;Every Breath You Take is a The Police song (1983).;
288;Musique;2;Which artist is behind Never Gonna Give You Up?;A) Rick Astley | B) Bryan Adams | C) Phil Collins | D) Billy Idol;A;Never Gonna Give You Up is sung by Rick Astley.;
289;Musique;2;Which band released the album Appetite for Destruction?;A) Guns N' Roses | B) AC/DC | C) Metallica | D) Aerosmith;A;Appetite for Destruction is a Guns N' Roses album (1987).;
290;Musique;2;Which band sang Just Can't Get Enough (1981)?;A) Depeche Mode | B) The Smiths | C) Joy Division | D) Pink Floyd;A;Just Can't Get Enough is a Depeche Mode song.;
291;Musique;2;Which band sang Livin' on a Prayer?;A) Bon Jovi | B) Journey | C) KISS | D) Aerosmith;A;Livin' on a Prayer is a Bon Jovi hit (1986).;
292;Musique;2;Which band sang With or Without You?;A) U2 | B) UB40 | C) Blur | D) Dido;A;With or Without You is a U2 song (1987).;
293;Musique;2;Who is associated with the hit Careless Whisper?;A) George Michael | B) Sting | C) Rod Stewart | D) David Bowie;A;Careless Whisper is associated with George Michael.;
294;Musique;2;Which band sang Boys Don't Cry?;A) The Cure | B) The Doors | C) The Who | D) The Kinks;A;Boys Don't Cry is associated with The Cure.;
295;Musique;2;In 1985, Queen boosted public opinion with a legendary performance at which event?;A) Live Aid | B) Woodstock | C) Coachella | D) Glastonbury 1970;A;Queen’s Live Aid set became legendary.;
296;Musique;2;Which French band sang L'Aventurier?;A) Indochine | B) Téléphone | C) Noir Désir | D) Trust;A;L'Aventurier is a signature Indochine song (1982).;
297;Musique;2;Which French singer is known for Je te donne (with Michael Jones)?;A) Jean-Jacques Goldman | B) Renaud | C) Michel Sardou | D) Jacques Dutronc;A;Je te donne is a Jean-Jacques Goldman song (1985).;
298;Musique;2;Which French act released Marcia Baïla?;A) Les Rita Mitsouko | B) Daft Punk | C) Air | D) Justice;A;Marcia Baïla is a hit by Les Rita Mitsouko (1984).;
299;Musique;3;Which metal band released the album Master of Puppets?;A) Metallica | B) Slayer | C) Megadeth | D) Pantera;A;Master of Puppets is a Metallica album (1986).;
300;Musique;2;Who sings I Wanna Dance with Somebody (Who Loves Me)?;A) Whitney Houston | B) Cher | C) Diana Ross | D) Aretha Franklin;A;The song is performed by Whitney Houston (1987).;
301;Animation/Anime;1;In Dragon Ball, what is the name of the monkey-tailed hero?;A) Son Goku | B) Vegeta | C) Piccolo | D) Trunks;A;The protagonist is Son Goku.;
302;Animation/Anime;1;In Saint Seiya, what is the name of the Pegasus Saint?;A) Seiya | B) Shiryu | C) Hyoga | D) Shun;A;The Pegasus Saint is Seiya.;
303;Animation/Anime;2;In Fist of the North Star, what is Kenshiro’s martial art called?;A) Hokuto Shinken | B) Hadoken | C) Nanto Seiken | D) Bushido;A;Kenshiro uses Hokuto Shinken.;
304;Animation/Anime;2;What is the French title of the anime City Hunter?;A) Nicky Larson | B) Cobra | C) Captain Tsubasa | D) Princess Sarah;A;In France, City Hunter is known as Nicky Larson.;
305;Animation/Anime;2;In Captain Tsubasa, which sport is central to the story?;A) Soccer/football | B) Basketball | C) Baseball | D) Rugby;A;It’s an anime focused on soccer/football.;
306;Animation/Anime;1;In Transformers, what is the name of the Autobot leader?;A) Optimus Prime | B) Megatron | C) Starscream | D) Soundwave;A;The Autobot leader is Optimus Prime.;
307;Animation/Anime;2;In Teenage Mutant Ninja Turtles, what is Leonardo’s main weapon?;A) Katanas | B) A bo staff | C) Sais | D) Nunchaku;A;Leonardo wields two katanas.;
308;Animation/Anime;2;In Inspector Gadget, what is the name of Gadget’s niece in the original version?;A) Sophie | B) Penny | C) Julie | D) Annie;B;In the original version, she’s Penny (often renamed Sophie in French).;
309;Animation/Anime;2;In DuckTales, what are Donald Duck’s three nephews called in French?;A) Riri, Fifi, Loulou | B) Tick, Tock, Tack | C) Tom, Tim, Tam | D) Huey, Dewey, Louie;A;In French, Huey, Dewey, Louie are called Riri, Fifi, Loulou.;
310;Animation/Anime;3;In Akira, in which futuristic city does the story take place?;A) Neo-Tokyo | B) Neo-Paris | C) Neo-Seoul | D) Neo-New York;A;Akira is set in Neo-Tokyo.;
311;Animation/Anime;2;In My Neighbor Totoro, who/what is Totoro?;A) A forest spirit | B) A giant robot | C) A detective | D) A dragon;A;Totoro is a benevolent forest spirit.;
312;Animation/Anime;2;In Kiki’s Delivery Service, what is the name of Kiki’s cat?;A) Jiji | B) Luna | C) Salem | D) Garfield;A;The black cat is named Jiji.;
313;Animation/Anime;2;In Space Adventure Cobra, what is special about Cobra’s weapon?;A) A cannon built into his arm | B) A lightsaber | C) A magic bow | D) A talking gun;A;Cobra has a Psychogun built into his arm.;
314;Animation/Anime;3;In Masters of the Universe, what is the name of He-Man’s main antagonist?;A) Skeletor | B) Shredder | C) Krang | D) Cobra Commander;A;He-Man’s iconic enemy is Skeletor.;
315;Jeu vidéo;1;On the NES, which plumber is the hero of Super Mario Bros.?;A) Mario | B) Luigi | C) Wario | D) Bowser;A;The main hero is Mario.;
316;Jeu vidéo;1;In The Legend of Zelda, what is the name of the princess to rescue?;A) Zelda | B) Peach | C) Daisy | D) Sarah;A;The princess is named Zelda.;
317;Jeu vidéo;2;Which game contains the line “It’s dangerous to go alone! Take this.”?;A) The Legend of Zelda | B) Metroid | C) Tetris | D) Final Fantasy;A;This line appears in the original The Legend of Zelda (1986).;
318;Jeu vidéo;2;In Metroid, what is the first name of the bounty hunter under the armor?;A) Samus | B) Sarah | C) Saria | D) Selene;A;The main character is Samus Aran.;
319;Jeu vidéo;2;Which puzzle game created in the 1980s became world-famous?;A) Tetris | B) Sokoban | C) Columns | D) Bomberman;A;Tetris was created in the mid-1980s.;
320;Jeu vidéo;2;In Mega Man, what is the name of the recurring mad scientist antagonist?;A) Dr. Wily | B) Dr. Robotnik | C) Dr. Doom | D) Dr. Strange;A;The main antagonist is Dr. Wily.;
321;Jeu vidéo;2;In the arcade Donkey Kong, what is the hero called at the time (before being named Mario)?;A) Jumpman | B) Link | C) Ryu | D) Sonic;A;In Donkey Kong, the character is nicknamed Jumpman.;
322;Jeu vidéo;3;Which 1980 arcade game features a round character eating pellets?;A) Pac-Man | B) Q*bert | C) Frogger | D) Galaga;A;Pac-Man (1980) is the pellet-eating game.;
323;Jeu vidéo;2;In Final Fantasy (1987), what are the heroes tied to the crystals called?;A) Warriors of Light | B) Zodiac Knights | C) Time Masters | D) Space Guardians;A;The protagonists are the Warriors of Light.;
324;Jeu vidéo;3;In the original Street Fighter (1987), which fighter is the main playable hero?;A) Ryu | B) Chun-Li | C) Guile | D) Akuma;A;The original Street Fighter primarily features Ryu.;
325;BD/Comics;2;In Batman: The Dark Knight Returns (1986), which aging hero returns to action?;A) Batman | B) Spider-Man | C) Daredevil | D) Hellboy;A;The story follows an older Batman returning.;
